date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:57:41	236149/236149	---M--	200	added ('OK')	image/jpeg	etag:%22629da5a0-3cc5e%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/vr-bg.jpg	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/vr-bg.jpg	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:41	64284/64284	---MCZ	200	added ('OK')	text/html	date:Mon,%2006%20Jun%202022%2006:58:40%20GMT	https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-info.html	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-info.html	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:43	50215/50215	---M--	200	added ('OK')	image/jpeg	etag:%22629da5a0-d8f1%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/curved-images/white-curved.jpg	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/curved-images/white-curved.jpg	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:45	1115/1115	---M--	200	added ('OK')	image/png	etag:%22629da5a0-485%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/icons/flags/US.png	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/icons/flags/US.png	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:46	899/899	---M--	200	added ('OK')	image/png	etag:%22629da5a0-39f%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/icons/flags/DE.png	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/icons/flags/DE.png	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:48	1355/1355	---M--	200	added ('OK')	image/png	etag:%22629da5a0-560%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/icons/flags/GB.png	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/icons/flags/GB.png	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:48	1114/1114	---M--	200	added ('OK')	image/png	etag:%22629da5a0-494%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/icons/flags/BR.png	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/icons/flags/BR.png	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:48	19727/19727	---M-Z	200	added ('OK')	application/javascript	etag:W/%22629da5a0-4d0f%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/core/popper.min.js	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/core/popper.min.js	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:49	60014/60014	---M-Z	200	added ('OK')	application/javascript	etag:W/%22629da5a0-ea6e%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/core/bootstrap.min.js	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/core/bootstrap.min.js	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:49	19411/19411	---M-Z	200	added ('OK')	application/javascript	etag:W/%22629da5a0-4bd3%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/perfect-scrollbar.min.js	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/perfect-scrollbar.min.js	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:49	48421/48421	---M-Z	200	added ('OK')	application/javascript	etag:W/%22629da5a0-bd25%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/smooth-scrollbar.min.js	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/smooth-scrollbar.min.js	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:49	11396/11396	---M-Z	200	added ('OK')	application/javascript	etag:W/%22629da5a0-2c84%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/dragula/dragula.min.js	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/dragula/dragula.min.js	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:50	35019/35019	---MCZ	200	added ('OK')	application/javascript	etag:W/%22629da5a0-c651%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/jkanban/jkanban.js	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/jkanban/jkanban.js	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:50	16919/16919	---MCZ	200	added ('OK')	application/javascript	etag:W/%22629da5a0-6827%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/orbit-controls.js	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/orbit-controls.js	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:50	870736/870736	---MCZ	200	added ('OK')	application/javascript	etag:W/%22629da5a0-127fd7%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/threejs.js	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/threejs.js	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:50	176853/176853	---M-Z	200	added ('OK')	application/javascript	etag:W/%22629da5a0-2b2d5%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/chartjs.min.js	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/plugins/chartjs.min.js	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:51	19985/19985	---M-Z	200	added ('OK')	application/javascript	etag:W/%226307ac26-4e11%22	https://buttons.github.io/buttons.js	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:51	32626/32626	---M-Z	200	added ('OK')	application/javascript	etag:W/%22629da5a0-7f72%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/soft-ui-dashboard.min.js?v=1.0.9	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/js/soft-ui-dashboard.min21cd.js	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-default.html)
22:57:52	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2028%20Aug%202022%2021:57:56%20GMT	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/css/images/layers.png	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/css/images/layers.png	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/css/soft-ui-dashboard.min.css?v=1.0.9)
22:57:54	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2028%20Aug%202022%2021:57:57%20GMT	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/css/images/layers-2x.png	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/css/images/layers-2x.png	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/css/soft-ui-dashboard.min.css?v=1.0.9)
22:57:55	9127/9127	---MCZ	404	error ('Not%20Found')	text/html	date:Sun,%2028%20Aug%202022%2021:57:58%20GMT	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/css/images/marker-icon.png	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/css/images/marker-icon.png	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/css/soft-ui-dashboard.min.css?v=1.0.9)
22:57:55	40080/40080	---M--	200	added ('OK')	image/jpeg	etag:%22629da5a0-9c90%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/team-1.jpg	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/team-1.jpg	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-info.html)
22:57:57	91989/91989	---M--	200	added ('OK')	image/png	etag:%22629da5a0-17a84%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/small-logos/icon-sun-cloud.png	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/small-logos/icon-sun-cloud.png	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-info.html)
22:57:57	108502/108502	---M--	200	added ('OK')	image/jpeg	etag:%22629da5a0-213f5%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/curved-images/curved1.jpg	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/curved-images/curved1.jpg	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-info.html)
22:57:58	22858/22858	---M--	200	added ('OK')	image/jpeg	etag:%22629da5a0-594a%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/team-4.jpg	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/team-4.jpg	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-info.html)
22:57:58	32372/32372	---M--	200	added ('OK')	image/jpeg	etag:%22629da5a0-7e74%22	https://demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/team-3.jpg	C:/Users/haifa/Desktop/project%20management%20app/virtualDashboard/demos.creative-tim.com/soft-ui-dashboard-pro/assets/img/team-3.jpg	(from https://demos.creative-tim.com/soft-ui-dashboard-pro/pages/dashboards/vr/vr-info.html)
